Average Hourly Customers,Max Hourly Queue Length,Total Daily Customers,Daily Walkout Customers,Market Milk Price,Market Coffee Price,Market Sugar Price,Daily Milk Cost,Daily Coffee Cost,Daily Sugar Cost,Daily Employee Cost,Gross Daily Income,Net Daily Income,Gross Daily Expense
,,170,78,0.1581306775653317,0.039180088894657586,0.0014355196936814687,68.85143411932911,160.22830331072723,3.922815483907022,114.0,702.3149142697334,355.31236135577007,347.00255291396337
,,171,77,0.16269171920342076,0.0408597408933183,0.0013020062334936004,69.05145750101185,167.3353481583113,3.412961648303186,114.0,705.2088810227294,351.4091137151031,353.7997673076263
,,155,93,0.15850699455734604,0.04359649838498681,0.001344489045355096,62.98143969546775,165.99337744118384,3.36053123648756,114.0,651.9044570004734,305.56910862733423,346.33534837313914
,,161,87,0.1587961029203599,0.041879583198875144,0.0011433527948048333,66.89356390858073,160.74838917071082,3.0421552477038802,114.0,663.9734555503694,319.28934722337397,344.68410832699544
,,160,88,0.16156333761707306,0.04118174001549401,0.0011223831999611078,62.598180887472374,158.28577013789027,2.9306930827316613,114.0,655.1022203236049,317.2875762155106,337.8146441080943
,,171,77,0.1639917005425444,0.04260913535815834,0.0011725325253106422,72.98111821512211,173.9380938584562,3.2434685007338295,114.0,696.1842768642717,332.0215962899596,364.16268057431216
,,156,92,0.16204296322258696,0.04635567644769213,0.0012359667313102418,63.65288173429157,172.81432539312567,3.046194642148683,114.0,639.5091491174081,285.9957473478422,353.5134017695659
,,176,72,0.16394238003977654,0.04374654432328827,0.0012528029582570556,75.64281321517923,184.76632982116573,3.4883180723681653,114.0,730.8622315264575,352.96477041774443,377.8974611087131
,,161,87,0.16438853036423126,0.043274027838547995,0.0011408933916515962,68.78936150730915,168.958674702182,3.019126596077045,114.0,665.747169511314,310.98000670574584,354.7671628055682
,,160,88,0.16328527686799532,0.03956269639169014,0.00119771835026034,66.65896331565133,153.53322560257726,3.1727181694812314,114.0,668.0275756676305,330.6626685799206,337.36490708770987
,,170,78,0.15678776647728726,0.03909944756202488,0.001271552178160337,68.79940267366182,160.48637331884476,3.516815281823841,114.0,702.7645495794301,355.96195830509964,346.80259127433044
,,169,79,0.1536146761734004,0.04114031150564944,0.0009430756859197345,67.37917267515341,166.3582890632219,2.528067774026792,114.0,696.9628671281653,346.69733761576316,350.2655295124021
,,168,80,0.15617760353843257,0.041151683535674416,0.0010668607937992117,67.90287097831747,163.0860502038928,2.8247893282656094,114.0,685.7353144605545,337.92160395007863,347.81371051047586
,,167,81,0.15869954336593645,0.038901262687825226,0.0013535902827955595,69.81862649087319,157.8929010069663,3.6130315653148593,114.0,698.7319925602965,353.40743349714216,345.3245590631543
,,160,88,0.1587442628963144,0.040494313237570564,0.0013510782469691252,63.047355763031234,156.994195886278,3.3892468389937567,114.0,666.1356476780687,328.70484918976575,337.43079848830297
,,164,84,0.16379094584223158,0.038905843014919214,0.001357576076487949,67.57124553984754,152.39467676807078,3.641205434826489,114.0,675.3575397642275,337.75041202148265,337.6071277427448
,,162,86,0.1650767485087271,0.03420788341319865,0.0013865206174856677,69.04037091543822,133.09454718721761,3.5483070356580955,114.0,670.6331070265561,350.9498818882422,319.6832251383139
,,169,79,0.16966673306067837,0.0324099761474512,0.0011779276312866497,72.50554440355587,131.71609595732562,3.2156784011931023,114.0,694.5198751985754,373.0825564365008,321.4373187620746
,,165,83,0.17415184369626954,0.031424062739594236,0.0013337672406055214,74.35938225858706,122.88233764511942,3.582432222076947,114.0,681.7092316729854,366.88507954720194,314.8241521257835
,,161,87,0.17252102008275677,0.03113430636121804,0.0015873538896185278,71.91938676764227,117.57567933551768,4.000006547945577,114.0,660.7735957365859,353.27852308548034,307.49507265110554
,,164,84,0.17022305940397334,0.029986474731937274,0.001683646672461649,72.05992102945989,118.01968916382275,4.6061286396989445,114.0,681.2381923077937,372.5524534748122,308.68573883298154
,,169,79,0.17366732711427513,0.03220979636175486,0.001690988330393955,75.41554852443656,131.37647378216133,4.655440834232898,114.0,702.0186755280524,376.57121238722164,325.4474631408308
,,168,80,0.1763170591820306,0.031415421386856865,0.0016391635679151118,76.4194481511001,128.16660957513687,4.4875208779399935,114.0,698.7214212497272,375.6478426455502,323.073578604177
,,169,79,0.1738114294835626,0.03107016512752141,0.0019823121669679047,73.30791817098013,125.70223085477085,5.409728064471881,114.0,698.9655417070509,380.545664616828,318.4198770902229
,,154,94,0.17159623603745405,0.031852263992732964,0.0020758484419762012,66.2909620349531,118.50000297892623,5.014592314044344,114.0,637.833023725072,334.0274663971484,303.8055573279237
,,167,81,0.17438017128410394,0.028615305207581085,0.001942622254152126,74.4774813917408,114.60286148522749,5.31573291838248,114.0,692.321034217357,383.9249584220062,308.3960757953508
,,165,83,0.17314580383579797,0.0269003527273753,0.0018344489327944762,70.36973264943175,105.68117589965381,4.716592767290785,114.0,674.6922272040296,379.9247258876532,294.76750131637635
,,167,81,0.17458058541055327,0.02779348322755803,0.0016306670797545863,74.61029829494129,112.05433734903875,4.373276151378459,114.0,690.9107814475377,385.87286965217925,305.03791179535847
,,161,87,0.1691481647657235,0.0293253657594789,0.001997233462312923,68.68954573259091,111.7604359643537,5.083815990039178,114.0,656.7564128571423,357.2226151701585,299.5337976869838
,,163,85,0.17056358132402413,0.02903165780972864,0.001791721330024605,70.82756465983165,113.85204648478538,4.599703342011263,114.0,673.7662246360006,370.48691014937236,303.27931448662827
,,158,90,0.17107080849598033,0.026917179759333987,0.0016872013327102677,65.65720301276784,101.47553439981918,4.276641756302855,114.0,644.8308691131423,359.4214899442524,285.40937916888987
,,157,91,0.17021219564947904,0.03285730603393382,0.0013821724084310293,68.14096522980927,123.78965083835205,3.6033635941202555,114.0,654.291550391927,344.7575707296454,309.5339796622816
,,169,79,0.17684329366526916,0.03333981493107742,0.0014208836645770574,76.70662029118915,136.08491935653072,3.7632709625295444,114.0,703.7001644658031,373.1453538555537,330.55481061024943
,,166,82,0.17933315576603837,0.03095771168883331,0.0013467967571757448,73.97406288763997,124.08486408642285,3.6870035380631667,114.0,683.1464250009998,367.40049448887373,315.74593051212605
,,168,80,0.18323086136958264,0.03150121643390247,0.0012796855839139693,75.30898088426433,125.56470264545163,3.347787088305762,114.0,687.355871431747,369.1344008137253,318.2214706180217
,,170,78,0.18046118197151112,0.03521669364077812,0.0009140886239283755,76.96449126515567,140.60780400088456,2.3765037201276096,114.0,684.9198813150454,350.9710823288775,333.94879898616784
,,170,78,0.17999798299167216,0.036594440949326054,0.0007753793029573943,82.00731100927356,151.10468126275723,2.072062700841963,114.0,704.9084639504881,355.7244089776153,349.1840549728728
,,167,81,0.17838175766826175,0.03739423434127733,0.0008088149153838234,75.41442576996833,149.044391108634,2.1651317759370072,114.0,687.6003771986951,346.97642854415585,340.6239486545393
,,157,91,0.17732385573676115,0.04036638276620346,0.0007023887063197422,70.18138270766661,153.60999597264225,1.7477878414475716,114.0,653.6070704670566,314.06790394530015,339.53916652175644
,,163,85,0.1790593688132769,0.04022407241268347,0.0013377526782921549,71.8142778847201,155.6828396322996,3.5549940992107674,114.0,664.404571928008,319.35246031177746,345.0521116162305
,,174,74,0.17924015752866773,0.043278034506017464,0.001292401237820034,80.24118943069074,179.02485681078934,3.6392580130023586,114.0,713.5345978043983,336.62929354991593,376.9053042544824
,,165,83,0.17870790751782822,0.03991712282116366,0.001507605410666158,74.29115532249217,158.88782861713466,3.9158308664728727,114.0,680.1145773122162,329.0197625061164,351.09481480609975
,,157,91,0.17412545093950935,0.0416945558424206,0.0015768515297680933,70.90987812105816,157.87457685216475,3.8921506893321687,114.0,648.45814427025,301.781538607695,346.67660566255506
,,161,87,0.17254687522566667,0.04165351545396272,0.0017752202772867414,71.3976016378637,160.80609325931263,4.621380524572272,114.0,666.4656175276834,315.64054210593486,350.8250754217486
,,162,86,0.17445587026965212,0.04182567887807299,0.001567229521348158,71.58897248019672,164.39784249792467,3.9798165986764475,114.0,669.8712342941487,315.9046027173509,353.96663157679785
,,156,92,0.18214947414210955,0.04418259067821841,0.001470032859990724,73.10618708918415,167.41703863501192,3.704389416153707,114.0,649.4912176119346,291.2636024715849,358.22761514034977
,,171,77,0.17900083375397868,0.044448315031882644,0.0016480645519804079,75.98174101828921,181.43940207775796,4.558554967864749,114.0,700.6799091173121,324.70021105340027,375.9796980639119
,,176,72,0.18157292366610928,0.048081640758393426,0.0013275416293545249,82.22834271418205,204.8960038898214,3.6601615799100626,114.0,731.7001186348449,326.9156104509314,404.7845081839135
,,164,84,0.18259211145922227,0.05023196063374649,0.0013379495535448518,77.27151651097597,201.1887607752356,3.5046857367966697,114.0,690.0171537775815,294.05219075457325,395.96496302300824
,,163,85,0.1825735485495764,0.04938281691553752,0.001370959195488336,77.43833940018246,193.1649012893549,3.5024494421161583,114.0,668.7327209745359,280.62703084288245,388.1056901316535
,,161,87,0.18717839912742934,0.04719136322504494,0.001112320525106654,79.48179247080128,182.52323433733525,2.8020034479711677,114.0,668.457637165128,289.6506069090202,378.80703025610774
,,168,80,0.18748474852041505,0.046970623028382175,0.0010794055992213608,76.74190799319283,185.39680601741767,2.8077792658813174,114.0,683.3061116111571,304.3596183346653,378.9464932764918
,,170,78,0.1863860244968508,0.04764634185203984,0.0011815945975592345,79.32876408795848,194.97337556478882,3.257113961100956,114.0,699.2809579858113,307.72170437196297,391.5592536138483
,,175,73,0.18816654766667226,0.0489324933157413,0.0010730446645770132,85.77247490049605,209.97085397170764,3.015115761058106,114.0,736.7801559490903,324.0217113158285,412.7584446332618
,,157,91,0.19127220765533692,0.04897813045352463,0.0012967387233460018,76.13190072848808,183.7918534434297,3.3455821116998674,114.0,643.0652547468878,265.7959184632702,377.26933628361763
,,164,84,0.1857933252448819,0.04832711637662808,0.0013161563260752306,78.46017783483492,188.80919437554542,3.4546788171284666,114.0,673.2980769954802,288.5740259679714,384.7240510275088
,,170,78,0.1844612254951892,0.04641897832211141,0.0006787768777271004,79.69538718404833,188.90947323972165,1.8299069685767846,114.0,703.7354510479074,319.30068365556065,384.43476739234677
,,168,80,0.18475380385556195,0.04406869826646149,0.0008794221786033662,78.29952293451095,177.5900875292179,2.3531823953020043,114.0,694.4478141460144,322.20502128698354,372.2427928590308
,,173,75,0.1867772595688842,0.041925762016408845,0.000988213982279094,81.63127595418236,170.38355647731996,2.680722745026224,114.0,697.9547012308344,329.25914605430586,368.69555517652856
,,167,81,0.18423769050687094,0.04487085345640037,0.0005823203271712444,80.54012110267321,180.50449408500236,1.5621698404785145,114.0,688.2105742107975,311.6037891826434,376.6067850281541
,,168,80,0.1800351983986279,0.04529477126712322,0.0005419263509468214,76.25119486785671,179.54895578473403,1.4002722378991876,114.0,689.8232733657163,318.6228504752264,371.2004228904899
,,177,71,0.1811214478216843,0.044399754136431664,0.00043505889195527694,81.99896187294875,187.08432842025826,1.2247532093031208,114.0,720.1815923894112,335.87354888690106,384.30804350251015
,,166,82,0.17722467201495187,0.04339020535490981,3.4827299542806544e-05,71.70401069537361,170.00681783153166,0.09023539399544418,114.0,672.9374024174089,317.13633849650813,355.80106392090073
,,167,81,0.17921962220009588,0.04160809549483958,-4.904938302791907e-05,76.74772364911428,164.99080678198845,-0.12908385741929285,114.0,682.7090879322157,327.0996413585322,355.60944657368344
,,161,87,0.17339901486685375,0.04267392358178809,0.0002139662252081141,72.4971008684983,162.92860213166907,0.575332582656824,114.0,657.4838328763389,307.4827972935147,350.00103558282416
,,167,81,0.17170127901993246,0.04164426753625308,-6.802339718735252e-05,72.97910790554064,166.75217410282846,-0.18423617158825242,114.0,692.2868317030872,338.7397858663063,353.54704583678085
,,165,83,0.17110627993652833,0.04361761053262023,1.586804650458842e-05,69.65535531370088,172.24756318205425,0.042502538304149504,114.0,684.6050156276008,328.6595945935415,355.9454210340593
,,166,82,0.1781113550549117,0.04310948758792853,0.00028274933551648054,77.23998426575037,170.54727063690189,0.7636056045919702,114.0,689.3441821689975,326.7933216617532,362.55086050724424
,,166,82,0.1841100773672727,0.0452203640867905,0.00019383109425238573,77.84947877014547,178.04431411213366,0.5162769824013193,114.0,679.5735780338957,309.1635081692153,370.41006986468045
,,162,86,0.192514735757132,0.04414044658786227,0.00024083275715811085,81.99244140287936,174.642959589979,0.6381096719865208,114.0,669.3604203517758,298.08690968693094,371.2735106648449
,,,,,,,,,,,,,
